"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"588","11 March 2019 4:58:23 pm","Peter","Shawhan","University of Maryland and Joint Space-Science Institute","Multi-Messenger Astrophysics Opportunities with Stellar-Mass Binary Black Hole Mergers","It is often thought that stellar-mass binary black hole mergers should not produce a detectable electromagnetic transient. However, there ARE a number of mechanisms for producing such a counterpart.  We review these, and the astrophysics and fundamental physics we can learn from detecting or constraining them.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-508a3d2b3a55caa04daeaeab7a487139_sBBH_MMA_white_paper___individual_events_%285%29.pdf"
"589","11 March 2019 4:58:31 pm","Eiichi","Egami","Steward Observatory, University of Arizona","Detecting Metal-Free Forming Galaxies at High Redshift","The next frontier in the study of high-redshift galaxies is the detection of the first-generation ``forming'' galaxies that are emerging out of metal-free gas clouds at the end of the cosmic dark ages.  Here, we discuss the detectability of such metal-free forming galaxies at high redshift. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-3aaecd72b35cea47c6ed7737ae16b783_EiichiEgami.pdf"
"590","11 March 2019 4:59:35 pm","Adam","Kobelski","West Virginia University","High Frequency Solar Observing at the Green Bank Observatory","Here we discuss the utility of performing high frequency observations of the solar chromosphere with the 100 m Green Bank Telescope at 100 GHz.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-d7c19003a3d1671113078f0b9aeb634f_gbtSolarWhitePaper.pdf"
"591","11 March 2019 4:58:44 pm","Joseph","Burchett","Univ. of California - Santa Cruz","Ultraviolet Perspectives on Diffuse Gas in the Largest Cosmic Structures","In this White Paper, we highlight key science cases where UV spectroscopy will provide unique insights into the most massive structures in the Universe, and we discuss how current (HST/COS) and future (LUVOIR) missions can deliver transformative understanding of galaxy evolution, galaxy cluster physics, and gas within the Cosmic Web. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-496a94279390506f5873c04f588b7bc0_BurchettJosephN.pdf"
"592","11 March 2019 4:58:55 pm","Stephan","McCandliss","Johns Hopkins University","Lyman continuum observations across cosmic time: recent developments, future requirements","Quantifying the physical conditions that allow radiation emitted shortward of the hydrogen ionization edge at 911.7 Å to escape the first collapsed objects and ultimately reionize the universe is a  compelling problem for astrophysics.  Multi-object spectroscopy from facility class  telescopes are required. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-022a53c21bef6685f11eac364df8a7f2_McCandlissStephanR.pdf"
"593","11 March 2019 4:59:08 pm","Lea","Hagen","STScI","Spatially Resolved Observations of the Ultraviolet Attenuation Curve","UV attenuation curves are used to correct rest-frame UV galaxy fluxes, and they encode information about dust-star geometry and dust grain properties. Spatially resolved measurements of the UV attenuation curve in the local universe will enable better constraints on corrections, dust geometry, and dust grains across all redshifts.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-cc130bf2dd93bf8317baa83ccec781c5_HagenLeaMZ.pdf"
"594","11 March 2019 4:59:19 pm","Sheperd","Doeleman","Center for Astrophysics | Harvard and Smithsonian","Black Hole Physics on Horizon Scales","High-resolution imaging of supermassive black holes can test general relativity and elucidate processes of accretion/jet formation on scales of the event horizon. Enhancements achievable within the decade would provide high-fidelity, time-resolved observations of Sgr A*, M87, and other black holes, enabling breakthroughs in black hole astrophysics.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-062590f2f698b089789ce3921f6b5a1d_DoelemanSheperdS.pdf"
"595","11 March 2019 5:00:00 pm","Mark","Dickinson","NOAO","Observing Galaxy Evolution in the Context of Large-Scale Structure","Galaxies form and evolve in the context of their large-scale environments. Very large spectroscopic surveys (e.g., SDSS, GAMA) have been invaluable for quantifying this connection in the local universe. We consider advances in understanding galaxy evolution that would be enabled by very large, high-density spectroscopic surveys at high redshifts.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-fb7b046b2182063161d81575fdf98bda_DickinsonMarkE.pdf"
"596","11 March 2019 5:00:10 pm","Patrick","Taylor","Lunar and Planetary Institute","Planetary Radar Astronomy with Ground-Based Astrophysical Assets","Planetary Radar with Ground-Based Astrophysical Assets","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-13cc61f873bd836265ae806c8d8ea854_TaylorPatrickA.pdf"
"597","11 March 2019 5:00:11 pm","Karoline","Gilbert","Space Telescope Science Institute","Construction of an L∗ Galaxy: the Transformative Power of Wide Fields for Revealing the Past, Present and Future of the Great Andromeda System","Our understanding of the M31 system will be transformed in the 2020s with wide field facilities for photometry (HST-like sensitivity and resolution) and spectroscopy (10 m class telescope, > 1 deg2 field, highly multiplexed, R ∼ 3000 – 6000). We focus on the power of these facilities to constrain the past, present, and future merger history of M31.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-91d065f99d7d0b3cc1089e4660ac15fe_GilbertKarolineM.pdf"
"598","11 March 2019 5:00:15 pm","Michael H.","Wong","UC Berkeley","Solar system Deep Time-Surveys of atmospheres, surfaces, and rings","Imaging and resolved spectroscopy reveal varying environmental conditions in our dynamic solar system. Observatory-level commitments to conduct annual observations of solar system bodies would establish a long-term legacy chronicling the evolution of dynamic planetary atmospheres, surfaces, and rings.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-3564da5d1e93e952ba3ffa95181874b0_WongMichaelH.pdf"
"599","11 March 2019 5:00:25 pm","Thomas","Stanke","ESO","The warm and dense Galaxy - tracing the formation of dense cloud structures out to the Galactic Center","We line out prospects for the coming decade for corresponding molecular and atomic line surveys which are needed to fully understand the formation of the dense structures that give birth to clusters and stars out of the diffuse interstellar medium.  This work will require a large Single Dish submm telescope  multipixel spectrometer arrays: AtLAST","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-3e4de9c5be8f03be434aac74d901d6af_atlast_galplane_new%281%29.pdf"
"600","11 March 2019 5:01:10 pm","Michael","Wood-Vasey","University of Pittsburgh","Type Ia Supernova Cosmology with TSO","   Space-based 1--2.5~m class observatories with imaging and spectroscopic instruments covering $0.3<\lambda<4.5$~$\mu$m offer significant opportunities to advance Type Ia supernova cosmology.     We here focus on the Time-domain Spectroscopic Observatory to observe Type Ia Supernova from 0.3--4.5 um with both imaging and spectroscopic capabilities.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-ea33a34734a46986613fbd3d59fd84da_Wood-VaseyWMichael.pdf"
"603","11 March 2019 5:12:01 pm","R. Michael","Rich","Department of Physics and Astronomy, UCLA","The Chemical/Dynamical Evolution of the Galactic Bulge","This paper points out several current problems in the study of the Galactic bulge, such as the age and structure problems, and advocates high resolution, high S/N, optical spectroscopy of the bulge as enabled by facilities being planned in the next decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-1c55d6e2924f82f4603d7da3a9403ddd_astro2020-rich-submitted.pdf"
"604","11 March 2019 5:12:50 pm","Miriam","Garcia","Centro de Astrobiologia, CSIC-INTA","Walking along Cosmic History:  Metal-poor Massive Stars","This paper proposes to supersede the SMC standard with a new metallicity ladder built from very metal-poor galaxies, and provides a brief overview of the technological facilities needed to this aim. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-8118e9357d06ec8bcf308174d95c8937_ms.v8.pdf"
"605","11 March 2019 5:21:46 pm","Piercarlo","Bonifacio","GEPI, Observatoire de Paris","Extremely metal-poor stars: the need for UV spectra","Extremely metal-poor stars are the fossil record of the gas in the pristine Universe. They offer us the opportunity to understand the mass distribution and nucleosynthetic properties of the First generation of stars. UV spectra provide access to information not available in other spectral ranges.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-40cef18f7b524e9c2f38479e84b751d7_ssb_190975_EMP.pdf"
"606","11 March 2019 5:23:43 pm","Adam","Burgasser","UC San Diego","High-Resolution Spectroscopic Surveys of Ultracool Dwarf Stars & Brown Dwarfs","High resolution spectroscopy of the lowest-mass stars and brown dwarfs reveals their origins, multiplicity, compositions and physical properties, with implications for the star formation and chemical evolution history of the Milky Way. We motivate the need for high-resolution, infrared spectroscopic surveys to reach theses faint sources.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-007bb665660ea636acc97df6e8f313c0_bd2020_RV_FINAL.pdf"
"608","11 March 2019 5:34:43 pm","James","Geach","University of Hertfordshire","The case for a 'sub-millimeter SDSS': a 3D map of galaxy evolution to z~10","We argue that a 'sub-millimeter SDSS' - a sensitive large-area imaging+spectroscopic survey in the sub-mm window - will revolutionize our understanding of galaxy evolution in the early Universe.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-7ef05daced7d71f85d04b0d22f725872_GeachJamesE.pdf"
"609","11 March 2019 5:40:05 pm","Anton","Koekemoer","Space Telescope Science Institute","Ultra Deep Field Science with WFIRST","This whitepaper motivates an Ultra-Deep Field survey with WFIRST, covering at least ~100x the area of the HUDF, up to ~1 sq deg, to mag ~30, potentially revealing thousands of galaxies and AGN at the faint end of the LF, at or beyond z~10 in the epoch of reionization, and dramatically increasing the discovery potential at these redshifts.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-ef0e18c1bd48a2fbbf3ccfe5563ea8d1_KoekemoerAntonM.pdf"
"610","11 March 2019 5:47:26 pm","Ken","Sembach","Space Telescope Science Institute","The Search for Life Elsewhere as a Compelling Science Theme for Astro2020","We review the evolving science drivers underpinning the search for life elsewhere, as articulated in our own decadal surveys in years past. We also review other documents, and provide a brief digression that considers a philosophy of addressing cost.  Our hope is to set the stage for concluding the initial phase of the search for life. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-ff82f4cb3ad05ea8a3ed4bb06cb53ee4_SembachKR.pdf"
